review,cleaned_review
"First of all, no I don't think this movie is bad. But I don't think it should be thought of as the gold standart for comic book movies. Because honestly, this movie doesn't feel like a comic book.

This is a very good action movie, that dresses it's main protagonist and antagonist as comic book characters. And here I think lies the problem.

This is a movie about a billionaire, dressed as a bat, who beats an anarchist clown. And Christopher Nolan tries to make this look serious. I'm sorry, it doesn't work. It just takes away the comic book feeling. And therefore it becomes a little boring. If Heath Ledger isn't on the screen I find myself hardly invested in what's happening.

To be honest, I never really liked this movie that much. Maybe because I first watched when I was 8 and it felt boring. But I watched it a few times in later years and I still remember only pieces of fractions of what's happening, outside of scenes that have the Joker. And to be fair, I probably wouldn't have remembered those pieces, if I didn't watch reviews out of boredom.

I went online to see if there is anybody who feels the same way and they all said the same thing: Heath Ledger single handedly saves this movie. And while his performance is spectacular, I can't think of him as a definitive Joker. He is good for this movie, but I'm not sure if I can see him fit in other Batman movies. And a personal bias of mine is that no one is ever going to top Mark Hamill. However, Ledger did his own thing and he did good. Unlike other main charachters in the movie, this one won people over. But it's still in a movie that plays everything too serious.

It feels like Nolan took the main charachters from a comic book and put them in this, just because otherwise it would have been just another action movie. It lacks a certain element. It lacks that comic book campiness, that even the most serious comic books have a pinch of in them. And therefore it fails to deliver as a comic book movie.

That's not to say that being serious is a bad change. Too many comic book are corny as hell and very often it gets annoying. But if you get too serious, you get boring. One should not be at the expense of the other. One must find a balance between the comic book campiness and the seriousness of the real world.

To quote a certain character: Why so serious?",first dont think movi bad dont think thought gold standart comic book movi honestli movi doesnt feel like comic book good action movi dress main protagonist antagonist comic book charact think lie problem movi billionair dress bat beat anarchist clown christoph nolan tri make look seriou im sorri doesnt work take away comic book feel therefor becom littl bore heath ledger isnt screen find hardli invest what happen honest never realli like movi much mayb first watch felt bore watch time later year still rememb piec fraction what happen outsid scene joker fair probabl wouldnt rememb piec didnt watch review boredom went onlin see anybodi feel way said thing heath ledger singl handedli save movi perform spectacular cant think definit joker good movi im sure see fit batman movi person bia mine one ever go top mark hamil howev ledger thing good unlik main characht movi one peopl still movi play everyth seriou feel like nolan took main characht comic book put otherwis would anoth action movi lack certain element lack comic book campi even seriou comic book pinch therefor fail deliv comic book movi that say seriou bad chang mani comic book corni hell often get annoy get seriou get bore one expens one must find balanc comic book campi serious real world quot certain charact seriou
"The Dark Knight actually got lucky. Movies over the last six years have been crap. Scripts poorly written, over budgeted for the visual effect - yet not transferring well to the big screen, bad story ideas, copy cats of other films,lack of creativity, films that hold vulgarity and violence as a high standard of film making. That's what we've had over the years. Now comes Batman - Dark Knight. Which is written well enough but whose aim isn't good story telling. It's written to move about from pointless spot to pointless spot until you reach the end. Why another Batman Joker movie? It's been done already.

It has a mindless assembly-line quality to it as each scene is repeated over and over during the 2 1/2 hours of this film. The scenes are different only by location and a few faces. Something bad happens, the joker appears, Batman appears. Then the joker disappears and Batman disappears. Over and over and over again.

The other big comment people had made about this movie is that it is very dark. Like that's a good thing. I don't get it. Maybe because I've had too many real life experiences that were truly dark. Motion pictures trying to have this quality and then for others to celebrate this seems ignorant and not very entertaining. Besides, movies over the last few years are all dark - even the light-hearted ones.

This movie made me tired.",dark knight actual got lucki movi last six year crap script poorli written budget visual effect yet transfer well big screen bad stori idea copi cat filmslack creativ film hold vulgar violenc high standard film make that weve year come batman dark knight written well enough whose aim isnt good stori tell written move pointless spot pointless spot reach end anoth batman joker movi done alreadi mindless assemblylin qualiti scene repeat hour film scene differ locat face someth bad happen joker appear batman appear joker disappear batman disappear big comment peopl made movi dark like that good thing dont get mayb ive mani real life experi truli dark motion pictur tri qualiti other celebr seem ignor entertain besid movi last year dark even lightheart one movi made tire
"for weeks leading up to the film movie insiders have been claiming that not only is it the best batman movie but that heath ledger deserves a Oscar nod for his work as the joker here is my short take on the film sorry its 4am and i just got home. the film overall is about as good as its every going to get as a action film and as a film on its own i really do think as of what i have seen so far it deserves at least a Oscar nom for best film the acting alround is just top shelf stuff. i will say this the film felt abit long but it needed to be. OK on to the cast, batman from watching the trailers and stuff u expect the film to be all about the joker and i was worried that batman would be pushed into the back....this is not the case. the film overall doesn't follow one person it follows the story and i think thats what makes it such a good movie cause in the end the story is the important part. OK my one knock on the film heath ledgers joker was good but i didn't think it was Oscar good, i will say he holds his own with jack's joker....actually i think its better but i don't think is Oscar good. i liked the way they used him in the film he pops in does the damage and pops out and it really works best that way. now Aaron Eckhart's two face/dent makes tommy lee's a joke....but really aaron take on both dent and twoface were amazing the characters are taken to deep levels and it really gave the film a extra kick and props to the special effects guys it looked so real. bale i think carries the story well just like in begins while i do think ledger and eckhart take some thunder away from him the movie over all turns out better for it, and its not like he doesn't have his moments ether. Gyllenhaal replaces homes and honestly i would have rather homes im not saying she did a bad job i just think with home's work on thank you for smoking she would have been a better choice if they could of had her. or wanted her? finally the supports of freeman caine and oldmen work just as well as they did in the past and special note to chin han also made good use of his screen time overall its easy to say this is by far the best of the batman movies. if i had to compare it to anything its like saying batman begins is like a star war iv and D.K is like EP:v both are good but this one just takes it that next level up",week lead film movi insid claim best batman movi heath ledger deserv oscar nod work joker short take film sorri got home film overal good everi go get action film film realli think seen far deserv least oscar nom best film act alround top shelf stuff say film felt abit long need ok cast batman watch trailer stuff u expect film joker worri batman would push backthi case film overal doesnt follow one person follow stori think that make good movi caus end stori import part ok one knock film heath ledger joker good didnt think oscar good say hold jack jokeractu think better dont think oscar good like way use film pop damag pop realli work best way aaron eckhart two faced make tommi lee jokebut realli aaron take dent twofac amaz charact taken deep level realli gave film extra kick prop special effect guy look real bale think carri stori well like begin think ledger eckhart take thunder away movi turn better like doesnt moment ether gyllenha replac home honestli would rather home im say bad job think home work thank smoke would better choic could want final support freeman cain oldmen work well past special note chin han also made good use screen time overal easi say far best batman movi compar anyth like say batman begin like star war iv dk like epv good one take next level
"Truly a movie that must be seen by all..I am a Batman fan,my favorite superhero,and Cristian Bale has made me proud once again with his performance in The Dark Knight,he did well from Batman Begins and in The Dark Knight,he confirmed it..But to me,i really did enjoy and was blown away by Ledger's breathtaking performance here,i mean how can you not be blown away.?!I'm sorry to Jack Nicholson,he was still incredible in the original but Ledger,WOW..I have always been a fan of Ledger,seen pretty much all of his movies,and with this performance as The Joker,he needs to receive some kind of award,because (RIP) had he been alive,i can guarantee,he will be wanted by all movie directors/studios to be a star of their movies..So,I bow down to The Legendary Heath Ledger/ The Joker..",truli movi must seen alli batman fanmi favorit superheroand cristian bale made proud perform dark knighth well batman begin dark knighth confirm itbut mei realli enjoy blown away ledger breathtak perform herei mean blown awayim sorri jack nicholsonh still incred origin ledgerwowi alway fan ledgerseen pretti much moviesand perform jokerh need receiv kind awardbecaus rip alivei guaranteeh want movi directorsstudio star moviessoi bow legendari heath ledger joker
Excellent film and great performance by Heath Ledger,excel film great perform heath ledger
Awesome movie and fabulous acting of joker and batman,awesom movi fabul act joker batman
"It's the best superhero movie to date. Amazing casting, the cast played their parts with emotion. Great framing, lighting, suspense and just everything about this movie is amazing!",best superhero movi date amaz cast cast play part emot great frame light suspens everyth movi amaz
Like I said The Dark Knight was the best movie I have watched. It's my favourite movie. I mean Christian Bale was the best Batman ever. And Joker was also best. Believe me both Christian Bale and Heath Ledger are best.,like said dark knight best movi watch favourit movi mean christian bale best batman ever joker also best believ christian bale heath ledger best
"Oh boy.. there's a reason why this movie is so popular. IT'S BRILLIANT!

Remarkable acting, Heath Ledger's performance as Joker felt so realistic, I totally enjoyed the chemistry between Joker and Batman in this movie.

What I didn't like was : how Harvey got his scars..it felt kinda rushed, and the shaky cam is still there, not so prominent as Batman Begins, but still..",oh boy there reason movi popular brilliant remark act heath ledger perform joker felt realist total enjoy chemistri joker batman movi didnt like harvey got scarsit felt kinda rush shaki cam still promin batman begin still
"Just watched the batman, and i had to go back to a movie actually worthy of praise.

Everything about the dark knight is just great. How the shots was made, the music, the tone of the movie and the underlying story/motive.",watch batman go back movi actual worthi prais everyth dark knight great shot made music tone movi underli storymot
"I know it sounds a bit too cliché when someone says this, but this is undoubtedly one of, if not the best superhero movie ever created! It excels in every field it touches - The visual effects are done perfectly, the acting is absolutely Oscar worthy, the multiple storylines that don't seem too complex in spite of being told at the same time and in spite of being just one movie of a trilogy it managed to win the hearts of everyone who saw it.

The story picks up very well from where Batman Begins ended. The post credit scene in that movie had shown Joker, and I can very well imagine how excited the audience must have been seeing it. The Batman and Joker duo is used to describe the social aspects of the society, and explain how people might behave if they are left unhinged. A hero who has his moral codes and a lot to lose, compared to a villain without any moral codes and nothing to lose yet have so much in common than what meets the normal eye. Ultimately both are seen as freaks who must be eliminated by the law.

Let's talk about the characters, starting from Christian Bale's Batman. His voice sounds horrible as Batman. Nowadays many people have begun criticising it, but they don't realise that if a real Batman has to change his voice, he only has two ways of doing it - either using a voice modulator like Ben Affleck's Batman does, or deal with trying to sound different, which isn't easy when he has to breathe heavily because of how hard he works. It's just fun to see the caped crusader doing something on the screen.

Next let's address Michael Caine's Alfred. He's a good representation of Alfred. Just by looking at him you get the feeling of both a butler and a guardian, something we know Alfred to be. And it can be seen very nicely when he dresses Bruce's wounds or talks to him about his crimefighting.

Then we have Aaron Eckhart's Two Face. Unlike the previous iteration that was seen in Batman Forever, this one seems a lot more serious. He went through a hefty character development, from the patriotic white Knight of Gotham, Harvey Dent, to the deranged psychopath who is ready to cross all limits if he wants to have his revenge.

Jim Gordon is also a much, much better iteration from what we had seen in the 1989 Batman. He actually looks like someone who is invested in his job and can contact Batman whenever he needs help. He is the kind of Gordon I imagine when I think of the animated movies. When someone mentions Jim Gordon, this is the one who comes to my mind.

And finally the elephant in the room, the show stealer - Heath Ledger's Joker. Just like Two Face, Joker here has also gone through a complete makeover from what he was portrayed as in the previous movie that came in 1989. It's kinda sad that Heath Ledger never got to know how famous he has become, but his legacy shall forever live in the DC universe.

The Dark Knight is one movie I often come back to just to remember these kinds of superhero movies are also possible. Every DC character should be given such movies where their character is shown to develop as time moves on. This fire should not die out.",know sound bit cliché someon say undoubtedli one best superhero movi ever creat excel everi field touch visual effect done perfectli act absolut oscar worthi multipl storylin dont seem complex spite told time spite one movi trilog manag win heart everyon saw stori pick well batman begin end post credit scene movi shown joker well imagin excit audienc must see batman joker duo use describ social aspect societi explain peopl might behav left unhing hero moral code lot lose compar villain without moral code noth lose yet much common meet normal eye ultim seen freak must elimin law let talk charact start christian bale batman voic sound horribl batman nowaday mani peopl begun criticis dont realis real batman chang voic two way either use voic modul like ben affleck batman deal tri sound differ isnt easi breath heavili hard work fun see cape crusad someth screen next let address michael cain alfr he good represent alfr look get feel butler guardian someth know alfr seen nice dress bruce wound talk crimefight aaron eckhart two face unlik previou iter seen batman forev one seem lot seriou went hefti charact develop patriot white knight gotham harvey dent derang psychopath readi cross limit want reveng jim gordon also much much better iter seen batman actual look like someon invest job contact batman whenev need help kind gordon imagin think anim movi someon mention jim gordon one come mind final eleph room show stealer heath ledger joker like two face joker also gone complet makeov portray previou movi came kinda sad heath ledger never got know famou becom legaci shall forev live dc univers dark knight one movi often come back rememb kind superhero movi also possibl everi dc charact given movi charact shown develop time move fire die
"A modern masterpiece of 21st Century Cinema. The Dark Knight combines great direction, with brilliant acting, and beautiful cinematography to create a film that transcends it genres and becomes a great film. This will remain a perfect example of why film is still worth shooting in, why practical effects should not be a thing of the past, and why the Oscars should pay attention to comic book films as they can be art in their own right. It serves as a comic book film, but also a tragedy of Shakespearean quality, with one of the best villains of the last 20 years. On top of that Christopher Nolan's unflinching faith in practical effects creates a truly realistic and beautiful experience.",modern masterpiec st centuri cinema dark knight combin great direct brilliant act beauti cinematographi creat film transcend genr becom great film remain perfect exampl film still worth shoot practic effect thing past oscar pay attent comic book film art right serv comic book film also tragedi shakespearean qualiti one best villain last year top christoph nolan unflinch faith practic effect creat truli realist beauti experi
One of my ten favorite films of 2008. Great cast. Oldman deserved an Oscar nomination. The Dark Knight is perhaps the most modern comic blockbuster has given us,one ten favorit film great cast oldman deserv oscar nomin dark knight perhap modern comic blockbust given u
"This film didn't spook me when i was young, now with my adult brain, this film is super intense and psychological. The most amazing part is, it's never boring. I didnt check my phone like i usually do. This film made me jump, i forgot about the joker killing the fake batmans off...Very good film. Better than no way home. Im so glad my brain forgot about most of this film because it was like brand new to me. And I LOVED IT SO MUCH.",film didnt spook young adult brain film super intens psycholog amaz part never bore didnt check phone like usual film made jump forgot joker kill fake batman offveri good film better way home im glad brain forgot film like brand new love much
"The film was very disappointing. Firstly Heath Ledger, wow didn't see that coming. He was terrific. From A knights tale to the dark knight...... not the same actor surely. The tongue flicks and glaring at the camera were very real indeed. I am going to compare this to the 1989 film because in recent times that is the best comparison we can make. The 89 film was entertaining, this wasn't. It was too dark, too dreary and left me feeling a bit depressed which just isn't the aim of comics. Christian Bale's voice as Batman was ridiculous, I didn't have any empathy with his character at all, didn't feel for him.... just nothing. Thought that I wouldn't want to live in Gotham as it was so dreary and felt that Commissioner Gordon was just too earnest. Chris Nolan gave us the excellent Memento and I think another good film in Insomnia. Though I appreciate the lack of CGI (very refreshing) and the last half an hour of the film, i fidgeted throughout and by the end felt I could have left early. Last year the Bourne Ultimatum rattled along and I came out of the cinema entertained. This was just depressing. Can't understand why this is considered to be the third best film of all time on IMDb...... astounding.",film disappoint firstli heath ledger wow didnt see come terrif knight tale dark knight actor sure tongu flick glare camera real inde go compar film recent time best comparison make film entertain wasnt dark dreari left feel bit depress isnt aim comic christian bale voic batman ridicul didnt empathi charact didnt feel noth thought wouldnt want live gotham dreari felt commission gordon earnest chri nolan gave u excel memento think anoth good film insomnia though appreci lack cgi refresh last half hour film fidget throughout end felt could left earli last year bourn ultimatum rattl along came cinema entertain depress cant understand consid third best film time imdb astound
Everything in this movie is perfect. Joker (Heath ledger ) nailed it. I love the cinematography. And nolans directing.,everyth movi perfect joker heath ledger nail love cinematographi nolan direct
"I dont have one complaint about this movie. I could watch it every day. Has the perfect amount of action, comedic relief, suspense and drama. Will always be a 10/10 from me.",dont one complaint movi could watch everi day perfect amount action comed relief suspens drama alway
"This movie is hands down one of the greatest films ever created. Meticulously plotted, boldly directed, emotionally satisfying and grand in scale are just a few ways to describe this colossus of filmmaking. Heath Ledger easily surpasses even the hype with a masterclass, screen devouring performance. Christian Bale, Maggie Gyllenhaal, Michael Caine, Morgan Freeman, and Gary Oldman are also incredible.

You need to see this movie at least once in your lifetime - go see it now!!",movi hand one greatest film ever creat meticul plot boldli direct emot satisfi grand scale way describ colossu filmmak heath ledger easili surpass even hype masterclass screen devour perform christian bale maggi gyllenha michael cain morgan freeman gari oldman also incred need see movi least lifetim go see
"After defeating the Scarecrow (Cillian Murphy), Batman and Bruce Wayne (Christian Bale) have little time to return to normal life. The mafia is growing, and there's a new menace prowling the streets: The Joker (Heath Ledger, in his last performance). Can the Batman handle a villain who has no morals, no goals, no methods and is completely unpredictable? Also, a love triangle forms between Wayne, Rachel Dawes (Maggie Gyllenhaal) and Harvey Dent (Aaron Eckhart).

There's little use in writing a review of ""The Dark Knight"" -- the critics loved it, fans love it, the sales are going through the roof and are likely to pass every record ever set. And I loved it, too, making it easily the film of the year and both an action-packed thriller as well as a bit of a tear-jerker. Heck, even small amounts of comic relief were thrown in (especially if you like dark humor).

I could make complaints: the spinning camera shots were overdone. The Batman voice -- digitally altered for no good reason -- was excessively gruff. The ""Bat-Sonar"" was far-fetched, cheesy and pointless. And bullet reconstruction to get a fingerprint? Doubtful. And the Wayne-Batman character was largely flat and uninteresting, encouraging fans to root for the Joker. So, there was room for perfection (which is why this film, as great as it is, cannot receive a perfect score).

Concerns aside, the film was well done, as Christopher Nolan and Bale work well together (see ""Batman Begins"" and ""The Prestige""). The action is intense, the violence superb for a PG-13 film. There's some suspense, plot twists, unexpected deaths. The romance aspect is a bit unclear (when does this film take place -- Rachel seems to have found a fiancé fairly fast). And Heath Ledger, oh my.

The hype around this fill was very Ledger-centric, declaring him as Oscar-worthy. I thought this was exaggerated due to his untimely demise and was therefore disrespectful. However, the praise was well-deserved. This was the Joker, inside and out. I couldn't even visually Ledger under the makeup. I'll always love Jack Nicholson's portrayal, but Ledger brings his ""A"" game. If he is nominated, I accept it; and if he wins, that seems reasonable to me. Best performance so far this year, in any genre.

As I said in the beginning, my review is pretty much just more or what you've already heard. The rumors are true, but judging by the sales of the picture, you've already seen it and know first-hand. If you haven't, see it in the theater while you can. Or rent it. Not sure if it's a movie worth owning (I can't see myself watching it repeatedly, depending on the special features). But this may be the superhero movie that defines the genre.",defeat scarecrow cillian murphi batman bruce wayn christian bale littl time return normal life mafia grow there new menac prowl street joker heath ledger last perform batman handl villain moral goal method complet unpredict also love triangl form wayn rachel daw maggi gyllenha harvey dent aaron eckhart there littl use write review dark knight critic love fan love sale go roof like pas everi record ever set love make easili film year actionpack thriller well bit tearjerk heck even small amount comic relief thrown especi like dark humor could make complaint spin camera shot overdon batman voic digit alter good reason excess gruff batsonar farfetch cheesi pointless bullet reconstruct get fingerprint doubt waynebatman charact larg flat uninterest encourag fan root joker room perfect film great cannot receiv perfect score concern asid film well done christoph nolan bale work well togeth see batman begin prestig action intens violenc superb pg film there suspens plot twist unexpect death romanc aspect bit unclear film take place rachel seem found fiancé fairli fast heath ledger oh hype around fill ledgercentr declar oscarworthi thought exagger due untim demis therefor disrespect howev prais welldeserv joker insid couldnt even visual ledger makeup ill alway love jack nicholson portray ledger bring game nomin accept win seem reason best perform far year genr said begin review pretti much youv alreadi heard rumor true judg sale pictur youv alreadi seen know firsthand havent see theater rent sure movi worth own cant see watch repeatedli depend special featur may superhero movi defin genr
ONE OF BEST MOVIES OF ALL TIME!!! 4K MUST HAVE!!!!,one best movi time k must
"The Best Joker ever, just legendary Amazing Extraordinary Complex Dark",best joker ever legendari amaz extraordinari complex dark
"Normally I would give this a 7.5 out of 10 but since I cant' I'll give it a seven. How anyone could rate this title that high on IMDb.com is amazing to me. It's mostly fanboys that believe this is the best movie ever and the best thing since sliced bread but what most fanboys fail to notice because they lack objectivity is that while the movie is a good one, it is quite flawed and nowhere near as perfect as many of the fanboys have rated.

A couple things I noticed when I watch this movie, the movie goes on way too long. Even my friends agreed and they are huge Batman fans. There are about 3 or 4 points in the movie where it seems like it will end but goes on for another 30 minutes. And while Heath Ledger's performance is top notch and Bale as Bruce Wayne is pulled of quite flawlessly, his Batman persona is a bit weak. The voice is annoying, and many times throughout the movie, he seemingly plays second fiddle.

I can't know Eckhart's casting as Two Face but Maggie Gyllenhall just doesn't seem to fit and just seems to be a standalone piece of eye candy.

There are many things I can harp about but I'm not here to knock the movie. There are good points, cinematography great, Joker and Two Face played excellently by their counterparts, mood was effective and story flowed quite well albeit a bit too long.

BUT this movie doesn't even belong in mention to some of the greats and shame on many movie fans that had this movie rated higher than such classics as The Godfather. Obviously the fanboys bought way too much into the hype.",normal would give sinc cant ill give seven anyon could rate titl high imdbcom amaz mostli fanboy believ best movi ever best thing sinc slice bread fanboy fail notic lack object movi good one quit flaw nowher near perfect mani fanboy rate coupl thing notic watch movi movi goe way long even friend agre huge batman fan point movi seem like end goe anoth minut heath ledger perform top notch bale bruce wayn pull quit flawlessli batman persona bit weak voic annoy mani time throughout movi seemingli play second fiddl cant know eckhart cast two face maggi gyllenhal doesnt seem fit seem standalon piec eye candi mani thing harp im knock movi good point cinematographi great joker two face play excel counterpart mood effect stori flow quit well albeit bit long movi doesnt even belong mention great shame mani movi fan movi rate higher classic godfath obvious fanboy bought way much hype
Best movie ever. Heath ledger's work is phenomenal no words......,best movi ever heath ledger work phenomen word
"This movie is a work of art. The finest sequel ever made. I don't think we will see another movie like this for a long time. Heath Ledger's Joker is the best movie charachter I have ever seen by far. Avengers Endgame is great, but The Dark Knight is much better. The best Batman ever! The best Joker ever! The best DC movie ever! The best superhero movie ever! Ando for me, the best movie ever!",movi work art finest sequel ever made dont think see anoth movi like long time heath ledger joker best movi characht ever seen far aveng endgam great dark knight much better best batman ever best joker ever best dc movi ever best superhero movi ever ando best movi ever
"It is just what you want for the best movie. Great story great acting, thrilling twist. Just watched Joker in 2019, I just has to come back and give dark knight a 10. And thanks to Heath Ledger for the exceptional performs.",want best movi great stori great act thrill twist watch joker come back give dark knight thank heath ledger except perform
"Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created.",confid direct dark brood pack impress action sequenc complex stori dark knight includ careerdefin turn heath ledger well oscar worthi perform tdk remain best batman movi comic book movi ever creat
"We've been subjected to enormous amounts of hype and marketing for the Dark Knight. We've seen Joker scavenger hunts and one of the largest viral campaigns in advertising history and it culminates with the actual release of the movie.

Everything that's been said is pretty much spot on. This is the first time I can remember where a summer blockbuster film far surpasses the hype.

For as much action as there is in this movie, it's the acting that makes it a great piece of work. Between all the punches, explosions and stunt-work is some great dialog work. All the actors have their moments.

Bale's Batman is the definitive Batman because we see everything in this character finally on film. Martial arts skills, cunning, great tactical thinking, forensic application, technological genius to advance or improve Luscious Fox's inventions/technological breakthroughs, intimidating personality, and even a little swashbuckling.

As for Heath, yes he gets credit for his performance as the Joker. But you have to also recognize Jonathan and Chris Nolan for the writing and treatment of the character. It's not just the fact that Ledger makes the Joker so menacing, but the Nolans have given the character this great manifesto that drives its actions. The Joker's stance on chaos, order, anarchy, the morality of the average modern human being make the character so interesting psychologically. The Nolans drafted a complex character and only a perfect performance could've pulled something like this off. That's how difficult of a role this was, and that's why Ledger's performance is so great.

This isn't an action movie. It's a film that explores literary themes of the hero and villain, as well as order and anarchy. Yes, listen to the dialog because it's all in there.",weve subject enorm amount hype market dark knight weve seen joker scaveng hunt one largest viral campaign advertis histori culmin actual releas movi everyth that said pretti much spot first time rememb summer blockbust film far surpass hype much action movi act make great piec work punch explos stuntwork great dialog work actor moment bale batman definit batman see everyth charact final film martial art skill cun great tactic think forens applic technolog geniu advanc improv lusciou fox inventionstechnolog breakthrough intimid person even littl swashbuckl heath ye get credit perform joker also recogn jonathan chri nolan write treatment charact fact ledger make joker menac nolan given charact great manifesto drive action joker stanc chao order anarchi moral averag modern human make charact interest psycholog nolan draft complex charact perfect perform couldv pull someth like that difficult role that ledger perform great isnt action movi film explor literari theme hero villain well order anarchi ye listen dialog
"I couldn't believe ""The Dark knight"" could live up to the hype. That's perhaps the biggest surprise. The secret, I believe, is a stunning, mature, intelligent script. That makes it the best superhero movie ever made. As if that wasn't enough, Heath Ledger. He, the newest of the tragic modern icons present us with a preview of something we'll never see. A fearless, extraordinary actor capable to fill up with humanity even the most grotesque of villains. His performance is a master class. Fortunately, Christian Bale's Batman is almost a supporting character. Bale is good but there is something around his mouth that stops him from being great. ""The Dark Knight"" is visually stunning, powerful and moving. What else could anyone want.",couldnt believ dark knight could live hype that perhap biggest surpris secret believ stun matur intellig script make best superhero movi ever made wasnt enough heath ledger newest tragic modern icon present u preview someth well never see fearless extraordinari actor capabl fill human even grotesqu villain perform master class fortun christian bale batman almost support charact bale good someth around mouth stop great dark knight visual stun power move el could anyon want
"Dark, yes, complex, ambitious. Christopher Nolan and his co-writer Jonathan Nolan deserve a standing ovation. I don't usually go for loud movies filled with mindless gore and violence. ""The Dark Knight"" is certainly loud and violent but it's not mindless. It has depth and soul. Even the Joker, in an extraordinary creation by Heath Ledger, is deeply human. The natural petulance of Christian Bale makes his ego and alter ego the most fascinating and complex of all film superheroes. Part of the genius of this movie is that Batman himself, in screen time, is not really the lead. My attention was captivated by Heath Ledger and he determines and inspires the breathtaking atmosphere that envelopes Gotham as well as us. The aplomb of Christopher Nolan as a director is mind blowing and his secret, I believe, is his obvious respect for his audience. What he's done is to elevate a popular genre into Shakesperean proportions. Bravo!",dark ye complex ambiti christoph nolan cowrit jonathan nolan deserv stand ovat dont usual go loud movi fill mindless gore violenc dark knight certainli loud violent mindless depth soul even joker extraordinari creation heath ledger deepli human natur petul christian bale make ego alter ego fascin complex film superhero part geniu movi batman screen time realli lead attent captiv heath ledger determin inspir breathtak atmospher envelop gotham well u aplomb christoph nolan director mind blow secret believ obviou respect audienc he done elev popular genr shakesperean proport bravo
"Im just gonna start off by saying I LOVE this movie.Its one of my favorites of all time. I honestly cant think of too much wrong with this movie other than its a little long and Batmans by now infamous voice. But everything else is top notch. The acting,story,atmosphere,and actions scenes are all amazing. If you haven't seen this movie see it right now! I went into this not expecting to much but I came out blown away, I cant imagine any movie being much better. I'll just have to wait for The Dark Knight Rises to release to see if anything can be better. Until then, this stands as the best movie I've ever seen",im gonna start say love movieit one favorit time honestli cant think much wrong movi littl long batman infam voic everyth el top notch actingstoryatmosphereand action scene amaz havent seen movi see right went expect much came blown away cant imagin movi much better ill wait dark knight rise releas see anyth better stand best movi ive ever seen
"If someone else acted as Joker, I would give the movie 7-8 stars. The majority of people ended up loving the villain more than the hero, and that rarely happends in movies.

Rest in peace Heath Ledger.",someon el act joker would give movi star major peopl end love villain hero rare happend movi rest peac heath ledger
"I had the pleasure to watch this movie in an IMAX theatre in London (it advertises itself, with the slogan ""Biggest screen in the UK""), which was one of the greatest movie experiences I had in my life. And it was my first movie in an IMAX theatre. I can only recommend it for anyone who has the chance to watch it, even if not the entire movie is shot for an IMAX theatre, this still is able to blow someone away! Great visuals combined with a great story and superb acting.

The movie could also have been called ""The Joker"", but even with Heath Ledgers great performance, this still is a Batman movie. And ""The Dark Knight"" is clear enough, even without the Batman in the title. I simply loved the movie, but I heard some complaints from some friends. It seems that some might have a problem with the depiction of the characters (I loved Heath Ledger, but there are a few out there who would have wanted to see him even crazier) or the plot threads (especially what is done with the character of Aaron Eckhart). Although I can see why that might be a problem for fans of the comic books, I still stand by my vote. This is the best Batman movie ever (until hopefully Nolan and Bale make the next one)!",pleasur watch movi imax theatr london advertis slogan biggest screen uk one greatest movi experi life first movi imax theatr recommend anyon chanc watch even entir movi shot imax theatr still abl blow someon away great visual combin great stori superb act movi could also call joker even heath ledger great perform still batman movi dark knight clear enough even without batman titl simpli love movi heard complaint friend seem might problem depict charact love heath ledger would want see even crazier plot thread especi done charact aaron eckhart although see might problem fan comic book still stand vote best batman movi ever hope nolan bale make next one
"Do you REALLY think this was a better film than the Godfather? The Good, the Bad and the Ugly? The Seven Samurai, Pulp Fiction? OK, the Joker was a stand out performance, and the rest were good, but was this really the best film of all time? Can't see how that happened, and in 30 years this will sink to the middle of the pile where it should be.

You want an examination of good and evil and the duality of man? Watch the King of New York. It's a better film than this. I'm not saying it's not worth seeing, but please, this is NOT the best film of all time.....

This may be the best Batman film we've seen, but frankly I enjoyed Iron Man more. The action was good, the story reasonable, and there were some good supporting acts, but the whole experience doesn't move you like the Shawshank redemption, it wasn't a seismic shift in film-making like Pulp Fiction or the Godfather. The direction - better than Sergio Leone? The film hasn't been hyped that much, so where is this coming from?",realli think better film godfath good bad ugli seven samurai pulp fiction ok joker stand perform rest good realli best film time cant see happen year sink middl pile want examin good evil dualiti man watch king new york better film im say worth see plea best film time may best batman film weve seen frankli enjoy iron man action good stori reason good support act whole experi doesnt move like shawshank redempt wasnt seismic shift filmmak like pulp fiction godfath direct better sergio leon film hasnt hype much come
